Channel_group,course,lead_id,Lead_type,lead_date,graduation_year,amount_paid,paid_at
F,Python,"1,31,053",EFG,30-05-2024 10:57,2011,,
M,Python,"1,31,133",EFG,17-05-2024 12:23,2030,,
M,Python,"1,31,304",EFG,29-05-2024 13:22,2010,,
H,Google Analytics,"1,31,117",ABC,01-05-2024 05:28,2021,,
E,Python,"1,31,276",ABC,19-05-2024 15:18,2018,,
F,Python,"1,30,961",EFG,20-05-2024 02:05,2028,,
A,SEO,"1,31,105",ABC,14-05-2024 13:49,2021,,
M,Python,"1,31,140",LMN,12-05-2024 23:42,2025,,
A,SEO,"1,30,539",ABC,05-05-2024 11:58,2029,,
A,SEO,"1,30,699",ABC,25-05-2024 19:34,2023,,
H,Python,"1,30,771",ABC,13-05-2024 09:52,2000,,
B,Python,"41,42,522",EFG,27-05-2024 18:26,2003,,
A,Google Analytics,"1,30,587",ABC,03-05-2024 16:29,2024,,
A,Google Analytics,"1,30,591",ABC,10-05-2024 23:59,2015,,
A,Google Analytics,"1,30,644",ABC,26-05-2024 12:20,2008,31611,29-05-2024 12:20
A,Python,"1,30,742",ABC,15-05-2024 21:34,2022,,
A,Python,"41,41,583",EFG,24-05-2024 06:29,2026,,
A,Python,"1,30,662",ABC,06-05-2024 06:45,2018,,
M,Python,"1,32,594",EFG,28-05-2024 16:31,2014,,
M,Python,"1,34,089",EFG,15-05-2024 10:12,2012,,
A,Python,"1,33,889",ABC,13-05-2024 04:37,2018,,
C,SEO,"1,34,026",ABC,18-05-2024 23:33,2020,,
F,Python,"1,34,076",EFG,22-05-2024 05:08,2011,,
M,Python,"1,34,172",LMN,31-05-2024 01:41,2008,,
A,Python,"1,40,152",ABC,13-05-2024 05:05,2024,32149,23-05-2024 05:05
A,Python,"1,40,145",ABC,04-05-2024 20:05,2014,,
F,Python,"1,40,171",EFG,03-05-2024 04:44,2015,,
A,Python,"1,40,172",ABC,05-05-2024 21:25,2030,,
A,Python,"1,40,201",ABC,08-05-2024 04:31,2030,,
B,Python,"41,67,056",XYZ,10-05-2024 16:24,2020,,
A,Python,"1,40,236",ABC,28-05-2024 05:37,2003,,
M,Python,"1,40,243",EFG,16-05-2024 14:23,2007,,
D,SEO,"1,40,246",ABC,16-05-2024 22:06,2025,,
D,Python,"1,40,262",ABC,25-05-2024 12:21,2016,,
D,SEO,"1,40,278",ABC,11-05-2024 05:42,2008,,
A,Python,"1,40,434",ABC,25-05-2024 20:42,2012,,
C,Google Analytics,"1,40,465",ABC,07-05-2024 09:17,2030,,
E,Python,"1,40,510",ABC,25-05-2024 22:06,2006,,
A,Python,"1,40,621",ABC,09-05-2024 22:10,2012,,
E,Python,"1,40,628",ABC,14-05-2024 09:20,2011,,
H,Python,"1,40,627",ABC,10-05-2024 12:23,2012,,
F,Python,"1,40,645",EFG,06-05-2024 03:27,2010,,
F,Python,"1,40,766",EFG,15-05-2024 11:50,2014,,
D,SEO,"1,40,808",ABC,16-05-2024 12:10,2009,,
F,Python,"1,40,837",EFG,27-05-2024 16:58,2023,,
E,Google Analytics,"1,40,845",ABC,07-05-2024 03:07,2024,,
C,Python,"1,40,208",ABC,25-05-2024 03:22,2008,,
M,Google Analytics,"1,40,288",LMN,10-05-2024 03:04,2011,,
A,Python,"1,40,308",ABC,09-05-2024 14:18,2008,,
A,Python,"41,48,471",EFG,30-05-2024 13:57,2009,32149,31-05-2024 13:57
M,Python,"1,40,342",EFG,11-05-2024 18:57,2004,,
A,Python,"1,35,521",ABC,23-05-2024 12:53,2026,,
A,Python,"1,35,665",ABC,08-05-2024 05:51,2010,,
M,Google Analytics,"1,35,651",EFG,14-05-2024 11:10,2020,,
M,Python,"1,34,882",LMN,11-05-2024 19:06,2004,,
M,Python,"1,33,307",LMN,03-05-2024 13:43,2001,,
M,Python,"1,33,482",EFG,10-05-2024 17:39,2007,,
A,Google Analytics,"1,33,521",ABC,14-05-2024 00:07,2025,,
D,Google Analytics,"1,33,737",ABC,02-05-2024 03:46,2018,,
M,Python,"1,32,692",EFG,13-05-2024 07:48,2005,,
A,Python,"1,32,765",ABC,16-05-2024 22:03,2019,,
A,SEO,"1,33,155",ABC,16-05-2024 20:59,2019,,
A,Google Analytics,"1,32,901",ABC,25-05-2024 17:50,2020,,
M,Google Analytics,"1,32,935",EFG,15-05-2024 12:44,2014,,
M,Python,"1,33,085",LMN,20-05-2024 20:57,2010,,
M,Python,"1,32,906",EFG,17-05-2024 21:56,2004,,
G,Python,"1,33,148",ABC,01-05-2024 04:52,2027,,
C,Python,"41,52,618",EFG,07-05-2024 14:56,2003,,
C,Python,"1,33,219",ABC,13-05-2024 20:20,2008,,
F,Python,"1,30,045",EFG,10-05-2024 22:58,2003,,
A,Python,"1,32,078",ABC,18-05-2024 02:50,2029,,
A,Python,"1,37,496",ABC,04-05-2024 13:59,2004,,
F,Python,"1,37,734",EFG,31-05-2024 18:44,2004,,
A,Python,"1,36,803",ABC,23-05-2024 11:21,2029,,
H,SEO,"1,36,885",ABC,28-05-2024 01:44,2007,,
A,Google Analytics,"1,34,821",ABC,11-05-2024 15:54,2009,,
D,SEO,"1,34,861",ABC,27-05-2024 17:32,2030,34265,29-05-2024 17:32
A,SEO,"1,35,220",ABC,14-05-2024 04:16,2030,,
F,Python,"1,34,913",EFG,12-05-2024 19:09,2030,,
A,Google Analytics,"41,59,543",EFG,28-05-2024 16:21,2019,31611,30-05-2024 16:21
M,Python,"1,34,332",EFG,21-05-2024 00:33,2015,,
D,Google Analytics,"1,34,374",ABC,24-05-2024 23:29,2019,,
D,Python,"1,30,406",ABC,01-05-2024 06:53,2007,,
D,SEO,"1,30,341",ABC,17-05-2024 23:21,2030,,
A,Python,"1,30,425",ABC,23-05-2024 01:06,2010,,
F,Python,"1,30,210",EFG,17-05-2024 21:59,2027,,
A,SEO,"1,34,594",ABC,03-05-2024 12:59,2019,,
A,Python,"1,34,613",ABC,10-05-2024 00:36,2006,,
M,Python,"1,34,762",EFG,06-05-2024 20:03,2026,,
A,Python,"1,34,412",ABC,04-05-2024 08:41,2010,,
M,Python,"1,34,531",EFG,23-05-2024 00:22,2030,,
D,SEO,"1,35,404",ABC,27-05-2024 00:40,2025,,
G,Python,"1,35,437",ABC,13-05-2024 05:56,2020,,
C,Python,"1,35,549",ABC,16-05-2024 06:20,2001,32149,30-05-2024 06:20
A,Python,"1,35,607",ABC,25-05-2024 23:07,2025,,
A,Python,"1,35,626",ABC,08-05-2024 06:42,2010,,
A,Python,"41,48,595",EFG,04-05-2024 13:48,2007,,
D,Google Analytics,"1,32,505",ABC,09-05-2024 05:35,2009,,
A,Google Analytics,"1,35,708",ABC,23-05-2024 17:17,2010,,
A,SEO,"1,35,741",ABC,28-05-2024 21:21,2026,,
F,Python,"1,28,876",EFG,16-05-2024 03:48,2022,,
M,Python,"1,28,951",EFG,19-05-2024 16:43,2013,,
D,SEO,"1,28,976",ABC,08-05-2024 02:57,2000,,
A,Python,"1,28,785",ABC,04-05-2024 04:37,2015,,
A,Google Analytics,"1,28,943",ABC,14-05-2024 00:33,2004,,
A,Python,"1,28,364",ABC,04-05-2024 21:51,2018,,
A,SEO,"1,28,429",ABC,30-05-2024 06:08,2028,,
F,Python,"1,32,247",EFG,12-05-2024 10:26,2007,,
H,Python,"1,31,637",ABC,15-05-2024 07:34,2009,,
A,Python,"1,35,710",ABC,14-05-2024 07:18,2009,,
C,Python,"1,35,716",ABC,29-05-2024 07:32,2023,,
M,Python,"1,40,903",EFG,07-05-2024 20:37,2029,,
E,Python,"1,40,934",ABC,17-05-2024 09:07,2018,,
C,Python,"1,29,605",ABC,18-05-2024 11:17,2020,,
F,Python,"1,29,693",EFG,05-05-2024 18:48,2004,,
D,Google Analytics,"41,37,339",EFG,24-05-2024 07:27,2014,,
C,Python,"1,29,642",ABC,20-05-2024 08:45,2011,,
A,Google Analytics,"1,29,585",ABC,13-05-2024 15:34,2013,,
M,Python,"1,29,591",EFG,29-05-2024 04:38,2028,,
C,Google Analytics,"1,29,856",ABC,26-05-2024 22:39,2022,,
D,Python,"1,29,078",ABC,15-05-2024 08:51,2008,,
A,Python,"1,29,079",ABC,02-05-2024 14:10,2022,,
D,Python,"1,29,271",ABC,24-05-2024 17:55,2018,,
A,Python,"1,29,375",ABC,21-05-2024 03:17,2007,,
A,Python,"1,29,383",ABC,18-05-2024 18:35,2013,,
D,Google Analytics,"1,29,440",ABC,07-05-2024 14:16,2011,,
M,Python,"1,28,629",EFG,06-05-2024 08:08,2010,,
M,Python,"1,28,911",EFG,23-05-2024 10:36,2001,,
E,Python,"1,28,823",ABC,09-05-2024 07:15,2002,,
C,Google Analytics,"1,29,003",ABC,27-05-2024 14:04,2008,,
H,Python,"1,28,668",ABC,13-05-2024 07:54,2029,,
F,Python,"1,34,432",EFG,21-05-2024 17:33,2026,,
M,Google Analytics,"1,34,702",EFG,12-05-2024 17:01,2022,,
A,Python,"1,33,787",ABC,28-05-2024 08:13,2005,,
M,Python,"1,33,824",EFG,12-05-2024 02:41,2001,,
A,Python,"1,33,861",ABC,02-05-2024 14:05,2018,,
A,Google Analytics,"1,33,963",ABC,13-05-2024 02:09,2022,,
C,Google Analytics,"1,34,079",ABC,23-05-2024 14:07,2009,,
E,Python,"1,34,097",ABC,15-05-2024 05:44,2022,,
A,Python,"1,28,676",ABC,06-05-2024 23:16,2012,,
A,Python,"1,32,546",ABC,02-05-2024 01:38,2012,,
K,Python,"1,32,567",ABC,17-05-2024 15:45,2005,,
D,Google Analytics,"1,31,370",ABC,09-05-2024 03:29,2028,,
F,Python,"1,31,710",EFG,10-05-2024 09:49,2009,,
A,Python,"1,31,752",ABC,16-05-2024 11:01,2014,,
C,Google Analytics,"41,70,723",EFG,12-05-2024 02:59,2008,,
H,Python,"1,37,176",ABC,29-05-2024 22:22,2014,,
M,Python,"1,36,242",EFG,15-05-2024 17:43,2024,,
D,Google Analytics,"1,36,678",ABC,20-05-2024 07:10,2004,,
F,Python,"1,36,323",EFG,23-05-2024 20:25,2009,,
F,Python,"1,36,368",EFG,20-05-2024 12:37,2024,,
A,Python,"1,36,408",ABC,26-05-2024 07:35,2006,,
A,Python,"1,36,484",ABC,13-05-2024 09:28,2030,,
F,Python,"1,36,204",EFG,01-05-2024 07:05,2005,,
A,Python,"1,36,629",ABC,18-05-2024 05:24,2028,,
A,Google Analytics,"1,36,243",ABC,21-05-2024 13:00,2003,,
E,Python,"1,31,973",ABC,27-05-2024 14:52,2021,,
A,Python,"1,32,059",ABC,26-05-2024 21:26,2029,,
D,Python,"41,42,440",EFG,07-05-2024 22:25,2009,32149,11-05-2024 22:25
A,Python,"1,32,094",ABC,03-05-2024 06:01,2011,,
A,SEO,"1,32,106",ABC,04-05-2024 00:22,2023,,
A,Python,"1,31,968",ABC,04-05-2024 12:06,2027,,
H,SEO,"1,31,908",ABC,02-05-2024 01:27,2000,,
A,SEO,"1,31,976",ABC,15-05-2024 02:58,2004,,
A,Google Analytics,"1,33,761",ABC,25-05-2024 09:30,2006,,
D,Python,"1,34,151",ABC,30-05-2024 11:39,2015,,
M,Python,"1,31,853",EFG,19-05-2024 21:15,2017,,
A,Python,"1,33,347",ABC,18-05-2024 14:05,2005,,
M,Python,"1,33,703",EFG,28-05-2024 19:59,2027,,
F,Python,"1,33,739",EFG,19-05-2024 10:24,2020,,
A,Python,"1,33,526",ABC,08-05-2024 20:14,2019,,
A,Google Analytics,"1,33,692",ABC,07-05-2024 09:07,2030,,
A,Python,"1,37,093",ABC,12-05-2024 07:44,2024,,
A,Google Analytics,"1,37,115",ABC,24-05-2024 17:23,2028,,
A,Python,"1,36,815",ABC,29-05-2024 14:18,2028,,
A,Python,"1,37,789",ABC,15-05-2024 00:18,2010,,
A,Python,"1,37,980",ABC,05-05-2024 20:22,2019,,
A,Python,"1,34,450",ABC,26-05-2024 00:05,2030,,
G,Python,"1,34,636",ABC,26-05-2024 04:12,2026,,
A,Google Analytics,"1,34,769",ABC,09-05-2024 20:15,2025,,
D,Python,"1,34,000",ABC,22-05-2024 19:00,2013,,
M,Python,"1,34,187",EFG,26-05-2024 17:37,2000,,
A,Python,"1,34,257",ABC,11-05-2024 17:59,2002,,
A,Python,"1,32,605",ABC,29-05-2024 22:22,2027,,
C,Python,"1,31,525",ABC,02-05-2024 01:30,2010,32149,31-05-2024 01:30
M,Google Analytics,"1,28,537",EFG,13-05-2024 20:09,2028,,
D,Python,"1,28,550",ABC,15-05-2024 12:49,2027,,
M,Google Analytics,"1,28,969",EFG,08-05-2024 19:38,2009,,
A,Google Analytics,"1,29,026",ABC,12-05-2024 07:06,2005,,
A,Python,"1,28,996",ABC,27-05-2024 22:44,2006,,
A,Python,"1,28,254",ABC,04-05-2024 18:30,2011,,
M,Google Analytics,"1,28,603",LMN,21-05-2024 16:24,2001,,
A,Python,"1,28,418",ABC,10-05-2024 20:27,2023,,
A,Google Analytics,"41,49,134",XYZ,09-05-2024 13:17,2029,,
M,Python,"1,32,409",EFG,10-05-2024 23:05,2016,,
G,Google Analytics,"1,35,701",ABC,26-05-2024 07:48,2015,,
A,Google Analytics,"41,34,443",EFG,25-05-2024 08:10,2018,,
A,Python,"1,35,814",ABC,09-05-2024 17:40,2014,,
H,Python,"1,40,913",ABC,28-05-2024 08:16,2026,,
A,SEO,"1,37,828",ABC,02-05-2024 17:27,2009,,
M,Python,"1,37,938",LMN,01-05-2024 23:41,2018,,
M,Google Analytics,"1,38,002",EFG,04-05-2024 03:43,2024,,
A,Python,"41,36,349",EFG,29-05-2024 12:29,2025,,
A,Python,"1,29,787",ABC,19-05-2024 03:31,2019,,
A,Google Analytics,"1,29,858",ABC,23-05-2024 04:06,2016,,
F,Python,"1,29,945",EFG,01-05-2024 16:51,2025,,
F,Python,"1,29,619",EFG,01-05-2024 14:40,2028,,
A,Python,"1,29,063",ABC,25-05-2024 07:32,2001,,
A,SEO,"1,29,267",ABC,03-05-2024 16:21,2006,,
M,Google Analytics,"1,29,108",LMN,08-05-2024 06:35,2002,,
A,Google Analytics,"1,29,341",ABC,11-05-2024 13:16,2006,,
F,Python,"1,29,371",EFG,16-05-2024 11:43,2004,,
A,Python,"1,29,483",ABC,25-05-2024 10:21,2025,,
A,SEO,"1,29,493",ABC,27-05-2024 15:23,2011,,
M,Google Analytics,"1,28,792",LMN,17-05-2024 09:38,2013,,
A,Python,"1,28,894",ABC,14-05-2024 07:08,2009,,
A,Python,"1,28,926",ABC,29-05-2024 04:10,2019,,
A,SEO,"1,28,244",ABC,28-05-2024 02:03,2001,,
A,Google Analytics,"41,30,659",EFG,28-05-2024 08:42,2027,,
F,Python,"1,28,371",EFG,28-05-2024 21:15,2014,,
A,Google Analytics,"1,28,507",ABC,16-05-2024 01:15,2025,,
A,Python,"1,28,439",ABC,21-05-2024 10:19,2010,,
M,Google Analytics,"1,30,846",EFG,31-05-2024 23:21,2001,,
C,Python,"1,30,572",ABC,25-05-2024 02:23,2011,,
M,Python,"1,30,514",EFG,25-05-2024 21:18,2009,,
F,Python,"1,32,521",EFG,22-05-2024 15:48,2008,,
F,Python,"1,34,060",EFG,03-05-2024 10:18,2006,,
E,Google Analytics,"1,34,165",ABC,13-05-2024 01:58,2004,,
M,Python,"1,34,192",EFG,11-05-2024 09:18,2015,,
A,SEO,"1,34,258",ABC,04-05-2024 01:07,2026,,
A,Python,"1,34,295",ABC,07-05-2024 08:44,2003,,
D,SEO,"1,33,968",ABC,27-05-2024 13:43,2028,,
G,Python,"1,34,050",ABC,18-05-2024 19:43,2000,,
A,Python,"1,29,534",ABC,28-05-2024 12:19,2030,,
A,Google Analytics,"1,31,080",ABC,26-05-2024 23:15,2020,31611,29-05-2024 23:15
A,Google Analytics,"1,31,158",ABC,18-05-2024 12:10,2011,,
M,Python,"1,31,203",EFG,08-05-2024 14:01,2029,,
D,Python,"1,31,287",ABC,07-05-2024 08:32,2022,,
D,SEO,"1,30,983",ABC,15-05-2024 11:30,2004,,
A,Python,"1,31,256",ABC,29-05-2024 23:17,2015,,
A,Google Analytics,"1,30,972",ABC,11-05-2024 00:14,2014,,
A,Python,"1,31,204",ABC,20-05-2024 23:47,2002,,
A,Python,"1,31,259",ABC,29-05-2024 20:02,2009,,
E,SEO,"1,31,310",ABC,08-05-2024 10:55,2026,,
H,Google Analytics,"1,31,332",ABC,04-05-2024 11:16,2002,,
A,SEO,"1,30,458",ABC,23-05-2024 23:49,2009,,
M,Python,"1,30,638",EFG,07-05-2024 11:00,2000,,
D,SEO,"1,30,538",ABC,17-05-2024 23:36,2021,,
M,Google Analytics,"1,30,652",EFG,25-05-2024 01:47,2017,,
A,SEO,"1,30,790",ABC,07-05-2024 12:35,2014,,
M,Python,"1,30,885",EFG,27-05-2024 11:05,2009,,
A,Python,"1,30,482",ABC,01-05-2024 03:32,2007,,
A,SEO,"1,32,530",ABC,19-05-2024 20:41,2011,,
H,Python,"1,33,343",ABC,11-05-2024 05:28,2025,,
M,Python,"1,33,983",EFG,29-05-2024 21:10,2017,,
F,Python,"1,34,106",EFG,15-05-2024 12:43,2011,,
M,Python,"1,34,132",EFG,02-05-2024 17:54,2017,,
A,Python,"1,34,250",ABC,20-05-2024 03:25,2004,32149,31-05-2024 03:25
A,Google Analytics,"1,33,893",ABC,03-05-2024 13:42,2003,,
F,Python,"1,34,042",EFG,02-05-2024 21:37,2008,,
M,Python,"1,34,104",EFG,03-05-2024 12:29,2026,,
A,Google Analytics,"1,35,270",ABC,19-05-2024 13:12,2007,,
M,Google Analytics,"1,35,272",EFG,08-05-2024 10:07,2005,,
A,Google Analytics,"1,35,314",ABC,16-05-2024 09:40,2025,,
A,Python,"1,35,371",ABC,13-05-2024 06:51,2018,,
M,Python,"1,35,478",EFG,16-05-2024 02:39,2006,,
M,Google Analytics,"1,35,558",LMN,04-05-2024 00:14,2006,,
M,Python,"1,35,599",EFG,18-05-2024 14:03,2011,,
A,Google Analytics,"1,34,817",ABC,20-05-2024 21:16,2008,,
A,Python,"1,35,105",ABC,09-05-2024 12:20,2026,,
A,Python,"1,33,294",ABC,27-05-2024 15:19,2028,,
D,Python,"1,33,517",ABC,04-05-2024 09:00,2017,,
A,SEO,"1,33,564",ABC,13-05-2024 12:52,2029,,
M,Python,"1,33,706",EFG,31-05-2024 23:03,2020,,
A,Python,"1,32,695",ABC,12-05-2024 05:11,2015,,
A,SEO,"1,33,015",ABC,22-05-2024 05:41,2019,34265,29-05-2024 05:41
M,Python,"1,33,143",LMN,09-05-2024 12:21,2017,,
A,SEO,"1,32,827",ABC,08-05-2024 15:04,2009,,
A,Python,"1,32,896",ABC,23-05-2024 22:56,2000,,
A,Python,"1,32,929",ABC,08-05-2024 08:37,2011,,
M,Python,"1,33,228",EFG,20-05-2024 11:24,2000,,
A,SEO,"1,29,959",ABC,14-05-2024 18:00,2010,,
C,Python,"1,31,989",ABC,20-05-2024 04:36,2028,,
A,Google Analytics,"1,32,149",ABC,01-05-2024 10:48,2027,,
H,Python,"1,38,077",ABC,25-05-2024 10:42,2017,,
A,Python,"1,38,133",ABC,21-05-2024 09:14,2000,,
A,Python,"1,38,151",ABC,25-05-2024 00:15,2013,,
A,Google Analytics,"1,38,155",ABC,09-05-2024 15:53,2005,,
D,Python,"1,38,008",ABC,31-05-2024 22:25,2017,,
A,Python,"1,38,048",ABC,07-05-2024 00:46,2011,32149,17-05-2024 00:46
D,Python,"1,38,047",ABC,21-05-2024 10:25,2011,,
A,Python,"1,38,143",ABC,31-05-2024 18:50,2009,,
A,SEO,"1,38,163",ABC,14-05-2024 16:45,2026,,
A,Python,"1,39,731",ABC,08-05-2024 17:45,2006,,
M,Python,"1,39,714",EFG,16-05-2024 12:06,2001,,
A,Google Analytics,"1,39,717",ABC,04-05-2024 21:16,2021,,
A,Python,"1,39,756",ABC,10-05-2024 18:24,2028,,
A,Python,"1,39,787",ABC,10-05-2024 11:16,2014,,
C,SEO,"1,39,888",ABC,07-05-2024 15:43,2028,,
D,Google Analytics,"1,39,924",ABC,28-05-2024 03:36,2012,,
G,Google Analytics,"1,39,992",ABC,23-05-2024 09:32,2004,,
A,Python,"40,60,322",EFG,08-05-2024 05:35,2019,32149,09-05-2024 05:35
A,Python,"1,40,037",ABC,07-05-2024 08:50,2029,,
D,Python,"1,40,088",ABC,26-05-2024 04:38,2026,,
A,Google Analytics,"1,40,113",ABC,16-05-2024 04:18,2005,,
A,Python,"1,39,764",ABC,13-05-2024 09:05,2012,,
A,SEO,"1,39,834",ABC,20-05-2024 14:15,2018,,
A,SEO,"1,39,945",ABC,25-05-2024 20:23,2015,,
A,Google Analytics,"41,81,514",EFG,31-05-2024 11:12,2002,,
A,Python,"1,40,089",ABC,19-05-2024 23:08,2030,,
A,Google Analytics,"1,40,132",ABC,02-05-2024 20:51,2009,,
A,Google Analytics,"1,39,896",ABC,26-05-2024 04:57,2020,,
M,Python,"1,39,922",EFG,21-05-2024 22:27,2019,,
A,Python,"1,39,938",ABC,20-05-2024 17:04,2029,,
A,Python,"1,40,008",ABC,31-05-2024 17:18,2011,,
F,Python,"1,40,044",EFG,14-05-2024 14:20,2024,,
M,Python,"1,39,744",EFG,15-05-2024 19:43,2003,,
A,Python,"1,39,843",ABC,07-05-2024 09:39,2014,,
A,Google Analytics,"1,39,870",ABC,04-05-2024 06:17,2017,,
F,Python,"1,39,879",EFG,27-05-2024 22:34,2030,,
C,Python,"1,39,243",ABC,25-05-2024 13:49,2020,,
A,Python,"1,39,199",ABC,28-05-2024 02:58,2015,,
M,Python,"1,39,224",EFG,19-05-2024 13:39,2000,,
A,Python,"1,39,300",ABC,12-05-2024 11:53,2002,,
M,Google Analytics,"1,39,355",EFG,18-05-2024 12:40,2023,,
A,Python,"1,39,385",ABC,14-05-2024 12:32,2023,,
A,Google Analytics,"1,39,451",ABC,26-05-2024 13:02,2029,,
D,Python,"1,39,297",ABC,19-05-2024 09:10,2022,,
M,Python,"1,39,619",EFG,06-05-2024 07:29,2019,,
F,Python,"1,39,646",EFG,08-05-2024 12:04,2024,,
A,Python,"1,39,653",ABC,25-05-2024 09:20,2021,,
A,Python,"1,39,656",ABC,02-05-2024 02:28,2012,,
A,Python,"1,39,698",ABC,10-05-2024 05:52,2026,,
A,Python,"1,39,398",ABC,09-05-2024 18:25,2029,,
F,Python,"1,37,755",EFG,06-05-2024 18:55,2017,,
E,Python,"1,36,758",ABC,11-05-2024 21:49,2024,,
A,Python,"1,36,871",ABC,11-05-2024 22:57,2018,,
F,Python,"1,34,884",EFG,10-05-2024 16:16,2008,,
M,Python,"1,35,022",EFG,23-05-2024 11:13,2006,,
A,Google Analytics,"1,35,180",ABC,29-05-2024 22:47,2019,,
F,Python,"1,35,109",EFG,16-05-2024 19:55,2012,,
D,SEO,"1,35,187",ABC,29-05-2024 02:54,2003,,
M,Python,"1,34,321",EFG,01-05-2024 01:42,2013,,
A,Python,"1,30,000",ABC,17-05-2024 14:57,2017,,
M,Python,"1,30,347",LMN,20-05-2024 01:24,2001,,
M,Python,"1,29,995",EFG,24-05-2024 11:49,2000,,
A,Google Analytics,"1,30,141",ABC,11-05-2024 01:28,2014,,
H,Google Analytics,"1,30,287",ABC,19-05-2024 06:43,2011,,
B,Google Analytics,"41,35,788",EFG,06-05-2024 14:28,2024,31611,19-05-2024 14:28
A,Python,"1,30,179",ABC,01-05-2024 07:23,2002,,
M,Python,"1,34,573",LMN,19-05-2024 06:28,2000,,
M,Google Analytics,"1,34,578",LMN,21-05-2024 09:10,2009,,
A,Python,"1,34,654",ABC,23-05-2024 09:54,2024,,
A,Google Analytics,"1,34,691",ABC,12-05-2024 02:36,2015,,
M,Python,"1,34,554",EFG,20-05-2024 23:18,2000,,
A,Python,"1,34,696",ABC,06-05-2024 22:58,2025,,
M,Google Analytics,"1,41,027",EFG,01-05-2024 12:49,2002,,
D,Python,"1,41,071",ABC,08-05-2024 16:08,2009,,
F,Python,"1,41,150",EFG,17-05-2024 04:21,2006,,
A,Google Analytics,"1,41,203",ABC,07-05-2024 17:12,2016,,
C,Python,"41,93,791",EFG,22-05-2024 23:54,2028,32149,30-05-2024 23:54
H,Python,"41,76,595",EFG,30-05-2024 09:57,2023,,
F,Python,"1,41,458",EFG,19-05-2024 11:43,2011,,
C,SEO,"1,41,494",ABC,27-05-2024 15:48,2027,,
E,Python,"1,40,998",ABC,26-05-2024 01:44,2029,32149,29-05-2024 01:44
M,Python,"1,40,999",EFG,17-05-2024 18:56,2011,,
H,Python,"1,41,039",ABC,10-05-2024 01:10,2010,,
A,SEO,"1,41,046",ABC,03-05-2024 01:49,2010,,
M,Google Analytics,"1,41,125",EFG,13-05-2024 11:19,2011,,
M,Google Analytics,"1,41,217",EFG,26-05-2024 03:33,2013,,
M,Python,"1,41,350",EFG,28-05-2024 05:43,2010,,
M,Python,"1,41,462",EFG,10-05-2024 06:15,2005,32149,16-05-2024 06:15
F,Python,"1,41,580",EFG,02-05-2024 10:29,2004,,
A,Python,"1,41,599",ABC,24-05-2024 01:19,2016,,
I,SEO,"1,40,977",ABC,06-05-2024 08:01,2003,,
F,Python,"1,41,066",EFG,24-05-2024 01:44,2010,,
B,Google Analytics,"41,89,054",EFG,23-05-2024 00:15,2009,,
F,Python,"1,41,103",EFG,05-05-2024 01:47,2027,,
H,Python,"1,41,110",ABC,23-05-2024 22:10,2005,,
A,SEO,"1,41,149",ABC,02-05-2024 23:03,2018,,
D,Python,"1,41,152",ABC,24-05-2024 10:24,2007,,
M,Python,"1,41,194",EFG,11-05-2024 14:16,2025,,
F,Python,"1,41,273",EFG,06-05-2024 09:10,2003,,
I,Google Analytics,"1,41,344",ABC,01-05-2024 14:39,2015,,
D,Google Analytics,"1,41,358",ABC,04-05-2024 16:24,2006,,
A,Python,"1,41,400",ABC,06-05-2024 15:19,2017,,
F,Python,"1,41,478",EFG,06-05-2024 12:34,2022,,
A,Google Analytics,"1,41,490",ABC,05-05-2024 06:02,2003,,
A,Python,"1,41,496",ABC,14-05-2024 23:46,2009,,
M,Python,"1,41,515",EFG,01-05-2024 04:35,2020,,
I,Python,"1,41,528",ABC,25-05-2024 20:19,2016,,
I,SEO,"1,41,572",ABC,17-05-2024 22:59,2004,,
F,Python,"1,41,575",EFG,21-05-2024 15:33,2026,,
H,Python,"1,41,635",ABC,10-05-2024 17:27,2025,,
A,Python,"1,41,023",ABC,17-05-2024 19:05,2008,,
F,Python,"1,41,040",EFG,03-05-2024 02:54,2017,,
I,SEO,"1,41,048",ABC,24-05-2024 07:31,2026,,
E,Python,"1,41,079",ABC,21-05-2024 13:23,2001,,
E,Google Analytics,"1,41,185",ABC,07-05-2024 08:00,2027,,
M,Python,"1,41,370",EFG,10-05-2024 23:12,2019,,
M,Google Analytics,"1,41,435",EFG,15-05-2024 16:14,2006,,
F,Python,"1,41,447",EFG,28-05-2024 21:17,2019,,
F,Python,"1,41,530",EFG,10-05-2024 18:50,2012,,
M,Google Analytics,"1,41,568",EFG,24-05-2024 16:03,2028,,
F,Python,"1,41,573",EFG,08-05-2024 03:23,2020,,
A,Google Analytics,"1,41,629",ABC,05-05-2024 22:53,2010,,
D,Google Analytics,"1,39,563",ABC,04-05-2024 12:16,2001,,
G,Python,"1,39,581",ABC,08-05-2024 06:26,2022,,
A,Google Analytics,"1,39,640",ABC,22-05-2024 17:18,2009,,
F,Python,"1,39,641",EFG,23-05-2024 05:32,2007,,
M,Python,"1,39,661",EFG,05-05-2024 18:00,2002,,
A,Python,"1,38,743",ABC,14-05-2024 15:25,2016,,
A,Python,"1,38,749",ABC,29-05-2024 23:18,2029,,
M,Google Analytics,"1,38,746",EFG,30-05-2024 13:01,2026,,
C,Python,"1,38,707",ABC,27-05-2024 03:55,2001,,
F,Python,"1,38,750",EFG,20-05-2024 02:10,2022,,
